downloaded from https://www.stat.go.jp/data/roudou/longtime/zuhyou/lt01-a10.xlsx 2011年3月から8月までの期間は，東日本大震災の影響により全国集計結果が存在しないため，補完推計値（2015年国勢調査基準）を用いた（< >内の数値）。
				労働力人口			就業者			雇用者			完全失業者			非労働力人口			完全失業率（％）		
year	month	Mon	star	Labour force			Employed person			Employee			Unemployed person			Not in labour force			Unemployment rate  (percent)		
				男女計	男	女	男女計	男	女	男女計	男	女	男女計	男	女	男女計	男	女	男女計	男	女
				Both sexes	Male	Female	Both sexes	Male	Female	Both sexes	Male	Female	Both sexes	Male	Female	Both sexes	Male	Female	Both sexes	Male	Female
	9月	Sept.		6653 	3896 	2758 	6390 	3738 	2652 	5543 	3229 	2314 	264 	157 	107 	4433 	1464 	2969 	4.0 	4.1 	3.8 
	10月	Oct.		6648 	3897 	2752 	6396 	3743 	2653 	5553 	3237 	2317 	251 	154 	99 	4436 	1463 	2975 	3.8 	4.0 	3.6 
	11月	Nov.		6676 	3902 	2775 	6410 	3741 	2668 	5558 	3229 	2329 	266 	160 	107 	4410 	1458 	2952 	4.0 	4.1 	3.8 
	12月	Dec.		6681 	3900 	2781 	6391 	3725 	2665 	5550 	3214 	2336 	292 	176 	117 	4407 	1461 	2946 	4.4 	4.5 	4.2 
平成21年	1月	Jan.		6677 	3887 	2790 	6394 	3720 	2673 	5534 	3207 	2327 	285 	169 	118 	4410 	1472 	2938 	4.3 	4.4 	4.2 
2009	2月	Feb.		6677 	3885 	2792 	6377 	3708 	2669 	5520 	3201 	2321 	303 	178 	127 	4413 	1476 	2938 	4.6 	4.6 	4.5 
	3月	Mar.		6652 	3880 	2774 	6325 	3688 	2639 	5482 	3178 	2303 	321 	189 	135 	4438 	1482 	2955 	4.8 	4.9 	4.8 
	4月	Apr.		6660 	3884 	2777 	6327 	3682 	2648 	5486 	3172 	2315 	328 	200 	130 	4434 	1480 	2954 	5.0 	5.2 	4.7 
	5月	May		6652 	3879 	2774 	6311 	3670 	2642 	5475 	3167 	2310 	339 	207 	134 	4443 	1485 	2957 	5.1 	5.4 	4.8 
	6月	June		6634 	3860 	2776 	6289 	3647 	2644 	5464 	3153 	2313 	346 	212 	133 	4460 	1504 	2955 	5.2 	5.5 	4.8 
	7月	July		6646 	3865 	2783 	6287 	3642 	2645 	5482 	3158 	2325 	364 	225 	138 	4452 	1498 	2953 	5.5 	5.9 	4.9 
	8月	Aug.		6666 	3866 	2800 	6309 	3647 	2662 	5494 	3159 	2337 	358 	221 	137 	4435 	1497 	2938 	5.4 	5.7 	4.9 
	9月	Sept.		6658 	3860 	2798 	6301 	3645 	2656 	5489 	3153 	2338 	356 	214 	142 	4443 	1504 	2939 	5.4 	5.6 	5.0 
	10月	Oct.		6631 	3858 	2773 	6287 	3650 	2638 	5481 	3159 	2323 	343 	207 	135 	4471 	1506 	2965 	5.2 	5.4 	4.9 
	11月	Nov.		6630 	3854 	2776 	6286 	3645 	2641 	5477 	3159 	2319 	345 	210 	137 	4473 	1510 	2964 	5.2 	5.5 	4.9 
	12月	Dec.		6626 	3850 	2776 	6290 	3648 	2641 	5488 	3163 	2325 	340 	203 	139 	4473 	1513 	2962 	5.2 	5.3 	5.0 
平成22年	1月	Jan.		6643 	3861 	2783 	6314 	3659 	2653 	5503 	3170 	2333 	333 	203 	132 	4455 	1500 	2955 	5.0 	5.3 	4.7 
2010	2月	Feb.		6620 	3843 	2777 	6294 	3638 	2655 	5492 	3152 	2340 	330 	206 	125 	4477 	1517 	2960 	5.0 	5.4 	4.5 
	3月	Mar.		6639 	3862 	2779 	6297 	3647 	2654 	5509 	3167 	2345 	335 	212 	127 	4460 	1499 	2962 	5.1 	5.5 	4.5 
	4月	Apr.		6625 	3851 	2776 	6285 	3642 	2646 	5485 	3160 	2328 	335 	207 	130 	4474 	1510 	2964 	5.1 	5.4 	4.7 
	5月	May		6620 	3843 	2781 	6281 	3632 	2652 	5472 	3147 	2326 	337 	210 	129 	4482 	1521 	2961 	5.1 	5.5 	4.6 
	6月	June		6625 	3857 	2770 	6285 	3646 	2641 	5468 	3155 	2314 	341 	212 	130 	4481 	1506 	2976 	5.2 	5.5 	4.7 
	7月	July		6631 	3854 	2779 	6302 	3650 	2654 	5497 	3160 	2339 	332 	205 	126 	4472 	1509 	2963 	5.0 	5.4 	4.5 
	8月	Aug.		6638 	3852 	2787 	6304 	3647 	2659 	5504 	3158 	2347 	334 	205 	129 	4474 	1516 	2958 	5.1 	5.4 	4.6 
	9月	Sept.		6657 	3857 	2801 	6319 	3645 	2676 	5533 	3164 	2370 	338 	213 	126 	4451 	1508 	2943 	5.1 	5.6 	4.5 
	10月	Oct.		6643 	3844 	2800 	6307 	3636 	2672 	5524 	3164 	2362 	335 	208 	128 	4466 	1521 	2946 	5.1 	5.4 	4.6 
	11月	Nov.		6616 	3836 	2780 	6286 	3632 	2654 	5496 	3150 	2346 	331 	205 	127 	4493 	1527 	2966 	5.0 	5.4 	4.5 
	12月	Dec.		6626 	3845 	2783 	6307 	3646 	2662 	5514 	3160 	2355 	321 	200 	122 	4487 	1521 	2968 	4.9 	5.2 	4.4 
平成23年	1月	Jan.		6637 	3846 	2791 	6319 	3647 	2672 	5540 	3166 	2374 	319 	200 	120 	4478 	1519 	2960 	4.8 	5.2 	4.3 
2011	2月	Feb.		6637 	3845 	2790 	6329 	3657 	2669 	5557 	3184 	2372 	310 	189 	122 	4482 	1522 	2960 	4.7 	4.9 	4.4 
	3月	Mar.		6601	3832	2769	6287	3641	2649	5501	3166	2340	310	190	120	4515	1532	2983	4.7	5.0	4.3
※注_Notes	4月	Apr.		6597	3834	2762	6287	3642	2647	5502	3167	2336	308	193	115	4521	1529	2991	4.7	5.0	4.2
	5月	May		6591	3828	2760	6285	3639	2646	5520	3173	2347	305	191	114	4530	1535	2995	4.6	5.0	4.1
	6月	June		6592	3821	2771	6282	3635	2649	5513	3167	2346	310	188	121	4525	1542	2982	4.7	4.9	4.4
	7月	July		6595	3826	2767	6284	3638	2648	5482	3153	2330	310	190	119	4524	1539	2986	4.7	5.0	4.3
	8月	Aug.		6568	3810	2757	6277	3635	2641	5475	3150	2326	293	178	115	4530	1547	2985	4.5	4.7	4.2
	9月	Sept.		6568 	3804 	2763 	6289 	3633 	2657 	5505 	3159 	2346 	278 	172 	106 	4538 	1557 	2982 	4.2 	4.5 	3.8 
	10月	Oct.		6577 	3805 	2771 	6285 	3624 	2661 	5497 	3147 	2351 	290 	181 	109 	4534 	1558 	2977 	4.4 	4.8 	3.9 
	11月	Nov.		6588 	3817 	2770 	6294 	3636 	2657 	5519 	3162 	2356 	293 	181 	112 	4522 	1545 	2977 	4.5 	4.7 	4.1 
	12月	Dec.		6597 	3829 	2768 	6301 	3643 	2657 	5532 	3171 	2360 	297 	187 	111 	4515 	1536 	2979 	4.5 	4.9 	4.0 
平成24年	1月	Jan.		6573 	3813 	2759 	6275 	3633 	2641 	5513 	3165 	2346 	297 	180 	118 	4539 	1552 	2987 	4.5 	4.7 	4.3 
2012	2月	Feb.		6581 	3810 	2770 	6287 	3631 	2653 	5514 	3161 	2351 	295 	180 	116 	4529 	1552 	2978 	4.5 	4.7 	4.2 
	3月	Mar.		6567 	3803 	2766 	6269 	3621 	2651 	5493 	3150 	2344 	296 	180 	117 	4544 	1561 	2982 	4.5 	4.8 	4.2 
	4月	Apr.		6571 	3800 	2772 	6274 	3618 	2658 	5500 	3145 	2357 	295 	181 	115 	4539 	1564 	2974 	4.5 	4.8 	4.1 
	5月	May		6556 	3788 	2769 	6265 	3613 	2655 	5493 	3138 	2358 	289 	174 	114 	4547 	1572 	2976 	4.4 	4.6 	4.1 
	6月	June		6566 	3798 	2767 	6281 	3625 	2657 	5518 	3152 	2367 	284 	173 	110 	4538 	1561 	2977 	4.3 	4.6 	4.0 
	7月	July		6567 	3793 	2775 	6282 	3621 	2663 	5520 	3152 	2367 	285 	173 	112 	4540 	1568 	2971 	4.3 	4.6 	4.0 
	8月	Aug.		6562 	3788 	2774 	6285 	3618 	2668 	5527 	3153 	2373 	276 	169 	106 	4549 	1574 	2975 	4.2 	4.5 	3.8 
	9月	Sept.		6557 	3792 	2764 	6279 	3623 	2656 	5511 	3156 	2355 	277 	169 	108 	4552 	1568 	2983 	4.2 	4.5 	3.9 
	10月	Oct.		6571 	3800 	2771 	6299 	3637 	2662 	5531 	3169 	2362 	272 	163 	109 	4535 	1560 	2976 	4.1 	4.3 	3.9 
	11月	Nov.		6563 	3789 	2774 	6293 	3625 	2668 	5537 	3163 	2375 	270 	164 	105 	4542 	1571 	2972 	4.1 	4.3 	3.8 
	12月	Dec.		6542 	3773 	2768 	6263 	3604 	2659 	5495 	3134 	2360 	279 	170 	109 	4560 	1584 	2977 	4.3 	4.5 	3.9 
平成25年	1月	Jan.		6576 	3782 	2791 	6297 	3611 	2685 	5525 	3145 	2379 	277 	172 	106 	4525 	1574 	2953 	4.2 	4.5 	3.8 
2013	2月	Feb.		6588 	3785 	2803 	6305 	3613 	2691 	5545 	3148 	2395 	282 	173 	110 	4512 	1572 	2941 	4.3 	4.6 	3.9 
	3月	Mar.		6581 	3780 	2801 	6309 	3609 	2702 	5538 	3139 	2401 	272 	172 	101 	4520 	1578 	2941 	4.1 	4.5 	3.6 
	4月	Apr.		6598 	3785 	2813 	6325 	3619 	2708 	5565 	3157 	2410 	273 	167 	107 	4504 	1574 	2930 	4.1 	4.4 	3.8 
	5月	May		6590 	3785 	2805 	6317 	3622 	2697 	5563 	3160 	2404 	272 	165 	109 	4512 	1574 	2937 	4.1 	4.3 	3.9 
	6月	June		6570 	3785 	2784 	6312 	3627 	2687 	5563 	3164 	2400 	257 	160 	99 	4532 	1574 	2958 	3.9 	4.2 	3.5 
	7月	July		6573 	3785 	2788 	6319 	3624 	2695 	5572 	3166 	2406 	252 	161 	93 	4529 	1575 	2954 	3.8 	4.2 	3.3 
	8月	Aug.		6592 	3784 	2808 	6322 	3618 	2705 	5583 	3167 	2416 	269 	167 	104 	4512 	1576 	2936 	4.1 	4.4 	3.7 
	9月	Sept.		6594 	3780 	2814 	6333 	3620 	2714 	5567 	3149 	2419 	259 	161 	100 	4511 	1580 	2932 	3.9 	4.2 	3.5 
	10月	Oct.		6612 	3782 	2828 	6346 	3623 	2723 	5582 	3149 	2433 	265 	160 	106 	4492 	1576 	2916 	4.0 	4.2 	3.7 
	11月	Nov.		6634 	3791 	2842 	6374 	3636 	2738 	5603 	3167 	2436 	258 	156 	105 	4469 	1567 	2903 	3.9 	4.1 	3.7 
	12月	Dec.		6601 	3766 	2834 	6357 	3622 	2735 	5589 	3156 	2432 	242 	144 	100 	4504 	1593 	2911 	3.7 	3.8 	3.5 
平成26年	1月	Jan.		6574 	3759 	2814 	6332 	3616 	2716 	5573 	3152 	2421 	240 	145 	98 	4529 	1598 	2930 	3.7 	3.8 	3.5 
2014	2月	Feb.		6591 	3771 	2818 	6352 	3630 	2722 	5580 	3156 	2423 	235 	142 	96 	4512 	1587 	2926 	3.6 	3.7 	3.4 
	3月	Mar.		6611 	3792 	2820 	6370 	3649 	2723 	5604 	3179 	2425 	241 	144 	99 	4490 	1567 	2922 	3.7 	3.8 	3.5 
	4月	Apr.		6603 	3785 	2817 	6363 	3641 	2724 	5595 	3168 	2428 	239 	146 	95 	4498 	1573 	2925 	3.6 	3.8 	3.4 
	5月	May		6619 	3787 	2833 	6383 	3646 	2737 	5608 	3176 	2433 	235 	141 	96 	4484 	1573 	2910 	3.6 	3.7 	3.4 
	6月	June		6612 	3776 	2836 	6367 	3631 	2738 	5611 	3173 	2439 	243 	146 	98 	4490 	1584 	2906 	3.7 	3.9 	3.4 
	7月	July		6615 	3779 	2836 	6369 	3635 	2734 	5625 	3177 	2449 	246 	145 	103 	4489 	1580 	2909 	3.7 	3.8 	3.6 
	8月	Aug.		6610 	3784 	2826 	6379 	3644 	2735 	5624 	3178 	2446 	228 	140 	91 	4495 	1575 	2918 	3.5 	3.7 	3.2 
	9月	Sept.		6615 	3779 	2835 	6381 	3641 	2740 	5632 	3179 	2453 	232 	139 	97 	4490 	1581 	2908 	3.5 	3.7 	3.4 
	10月	Oct.		6613 	3770 	2843 	6375 	3627 	2750 	5618 	3163 	2454 	236 	143 	95 	4488 	1589 	2899 	3.6 	3.8 	3.3 
	11月	Nov.		6614 	3764 	2848 	6385 	3625 	2759 	5632 	3162 	2470 	226 	140 	89 	4490 	1597 	2894 	3.4 	3.7 	3.1 
	12月	Dec.		6626 	3769 	2855 	6398 	3636 	2763 	5651 	3177 	2475 	224 	134 	93 	4479 	1591 	2887 	3.4 	3.5 	3.2 
平成27年	1月	Jan.		6613 	3778 	2836 	6378 	3637 	2743 	5637 	3175 	2461 	234 	142 	94 	4489 	1583 	2905 	3.6 	3.8 	3.3 
2015	2月	Feb.		6631 	3782 	2848 	6400 	3645 	2757 	5639 	3173 	2466 	230 	138 	93 	4473 	1579 	2894 	3.5 	3.6 	3.2 
	3月	Mar.		6624 	3777 	2846 	6398 	3641 	2758 	5650 	3175 	2474 	225 	138 	89 	4479 	1583 	2897 	3.4 	3.6 	3.1 
	4月	Apr.		6599 	3761 	2838 	6377 	3630 	2749 	5632 	3167 	2465 	221 	132 	90 	4506 	1601 	2906 	3.4 	3.5 	3.2 
	5月	May		6612 	3764 	2848 	6392 	3631 	2764 	5647 	3168 	2478 	218 	134 	86 	4492 	1597 	2895 	3.3 	3.5 	3.0 
	6月	June		6629 	3771 	2858 	6406 	3635 	2771 	5665 	3178 	2487 	222 	137 	87 	4480 	1590 	2889 	3.4 	3.6 	3.0 
	7月	July		6618 	3766 	2850 	6395 	3635 	2761 	5657 	3178 	2482 	220 	132 	91 	4485 	1594 	2891 	3.3 	3.5 	3.2 
	8月	Aug.		6621 	3768 	2852 	6398 	3636 	2762 	5666 	3183 	2483 	222 	132 	91 	4483 	1593 	2889 	3.4 	3.5 	3.2 
	9月	Sept.		6649 	3782 	2867 	6422 	3646 	2777 	5687 	3188 	2498 	225 	136 	90 	4456 	1581 	2876 	3.4 	3.6 	3.1 
	10月	Oct.		6636 	3775 	2861 	6424 	3645 	2779 	5694 	3194 	2500 	211 	130 	81 	4470 	1588 	2884 	3.2 	3.4 	2.8 
	11月	Nov.		6620 	3769 	2851 	6404 	3639 	2765 	5681 	3190 	2491 	216 	130 	86 	4484 	1592 	2891 	3.3 	3.4 	3.0 
	12月	Dec.		6646 	3780 	2866 	6429 	3647 	2782 	5702 	3195 	2506 	216 	134 	83 	4457 	1581 	2876 	3.3 	3.5 	2.9 
平成28年	1月	Jan.		6680 	3784 	2896 	6466 	3653 	2812 	5736 	3202 	2534 	215 	130 	84 	4427 	1579 	2848 	3.2 	3.5 	2.9 
2016	2月	Feb.		6648 	3774 	2874 	6431 	3640 	2791 	5730 	3205 	2526 	218 	135 	83 	4456 	1588 	2867 	3.3 	3.6 	2.9 
	3月	Mar.		6629 	3758 	2872 	6416 	3629 	2787 	5719 	3195 	2523 	214 	129 	85 	4479 	1607 	2872 	3.2 	3.4 	3.0 
	4月	Apr.		6644 	3774 	2870 	6430 	3647 	2783 	5733 	3213 	2520 	213 	128 	86 	4461 	1589 	2872 	3.2 	3.4 	3.0 
	5月	May		6651 	3780 	2871 	6441 	3653 	2788 	5741 	3217 	2525 	211 	127 	83 	4455 	1583 	2872 	3.2 	3.4 	2.9 
	6月	June		6686 	3784 	2900 	6476 	3662 	2815 	5739 	3199 	2540 	208 	122 	86 	4420 	1579 	2841 	3.1 	3.2 	2.9 
	7月	July		6694 	3783 	2911 	6491 	3662 	2829 	5741 	3200 	2540 	202 	120 	81 	4411 	1581 	2831 	3.0 	3.2 	2.8 
	8月	Aug.		6687 	3782 	2905 	6478 	3654 	2824 	5745 	3202 	2543 	209 	128 	81 	4418 	1581 	2838 	3.1 	3.4 	2.8 
	9月	Sept.		6680 	3781 	2899 	6479 	3656 	2823 	5768 	3216 	2553 	201 	125 	76 	4420 	1579 	2841 	3.0 	3.3 	2.6 
	10月	Oct.		6684 	3788 	2896 	6486 	3668 	2818 	5781 	3226 	2555 	198 	120 	79 	4420 	1574 	2845 	3.0 	3.2 	2.7 
	11月	Nov.		6681 	3784 	2898 	6479 	3663 	2817 	5766 	3220 	2546 	202 	120 	82 	4422 	1578 	2843 	3.0 	3.2 	2.8 
	12月	Dec.		6713 	3799 	2914 	6510 	3674 	2837 	5806 	3234 	2572 	204 	126 	76 	4391 	1564 	2826 	3.0 	3.3 	2.6 
平成29年	1月	Jan.		6712 	3795 	2916 	6511 	3673 	2837 	5794 	3223 	2572 	202 	123 	79 	4393 	1568 	2825 	3.0 	3.2 	2.7 
2017	2月	Feb.		6674 	3772 	2901 	6481 	3657 	2824 	5777 	3219 	2558 	194 	117 	78 	4430 	1590 	2840 	2.9 	3.1 	2.7 
	3月	Mar.		6666 	3768 	2899 	6481 	3660 	2821 	5775 	3220 	2555 	185 	108 	77 	4438 	1594 	2844 	2.8 	2.9 	2.7 
	4月	Apr.		6695 	3777 	2919 	6508 	3667 	2841 	5786 	3216 	2571 	186 	108 	78 	4405 	1586 	2820 	2.8 	2.9 	2.7 
	5月	May		6725 	3787 	2938 	6519 	3666 	2853 	5800 	3213 	2587 	205 	121 	84 	4377 	1577 	2802 	3.0 	3.2 	2.9 
	6月	June		6730 	3783 	2948 	6540 	3673 	2868 	5829 	3230 	2599 	190 	110 	79 	4365 	1578 	2788 	2.8 	2.9 	2.7 
	7月	July		6740 	3792 	2949 	6550 	3675 	2874 	5833 	3234 	2598 	190 	115 	74 	4362 	1570 	2792 	2.8 	3.0 	2.5 
	8月	Aug.		6744 	3793 	2953 	6558 	3680 	2878 	5840 	3236 	2604 	186 	112 	75 	4357 	1569 	2788 	2.8 	2.9 	2.5 
	9月	Sept.		6742 	3793 	2950 	6555 	3684 	2872 	5846 	3247 	2598 	187 	109 	78 	4361 	1569 	2791 	2.8 	2.9 	2.6 
	10月	Oct.		6730 	3786 	2944 	6547 	3679 	2868 	5843 	3242 	2602 	184 	107 	77 	4371 	1576 	2794 	2.7 	2.8 	2.6 
	11月	Nov.		6734 	3775 	2959 	6552 	3667 	2884 	5852 	3234 	2618 	183 	108 	75 	4367 	1586 	2780 	2.7 	2.9 	2.5 
	12月	Dec.		6746 	3781 	2965 	6563 	3675 	2888 	5852 	3239 	2613 	184 	106 	78 	4352 	1580 	2773 	2.7 	2.8 	2.6 
平成30年	1月	Jan.		6770 	3796 	2973 	6605 	3699 	2908 	5884 	3259 	2625 	163 	99 	66 	4326 	1562 	2763 	2.4 	2.6 	2.2 
2018	2月	Feb.		6804 	3804 	3000 	6632 	3704 	2929 	5897 	3250 	2647 	172 	101 	71 	4294 	1556 	2738 	2.5 	2.7 	2.4 
	3月	Mar.		6834 	3813 	3021 	6665 	3714 	2951 	5917 	3253 	2666 	170 	100 	69 	4261 	1546 	2716 	2.5 	2.6 	2.3 
	4月	Apr.		6848 	3819 	3027 	6676 	3714 	2962 	5941 	3256 	2685 	170 	105 	65 	4247 	1539 	2710 	2.5 	2.7 	2.1 
	5月	May		6826 	3817 	3008 	6672 	3726 	2946 	5936 	3264 	2672 	153 	91 	62 	4264 	1540 	2726 	2.2 	2.4 	2.1 
	6月	June		6816 	3817 	2998 	6649 	3719 	2929 	5925 	3267 	2658 	166 	98 	69 	4282 	1543 	2740 	2.4 	2.6 	2.3 
	7月	July		6821 	3810 	3013 	6649 	3705 	2944 	5944 	3260 	2685 	171 	103 	69 	4269 	1548 	2720 	2.5 	2.7 	2.3 
	8月	Aug.		6832 	3811 	3022 	6665 	3711 	2954 	5951 	3263 	2687 	168 	99 	70 	4256 	1546 	2709 	2.5 	2.6 	2.3 
	9月	Sept.		6835 	3816 	3021 	6677 	3722 	2955 	5951 	3268 	2682 	159 	93 	67 	4254 	1541 	2712 	2.3 	2.4 	2.2 
	10月	Oct.		6853 	3822 	3032 	6690 	3723 	2967 	5963 	3274 	2687 	165 	100 	65 	4240 	1535 	2703 	2.4 	2.6 	2.1 
	11月	Nov.		6874 	3842 	3031 	6702 	3740 	2962 	5965 	3284 	2681 	174 	103 	70 	4219 	1515 	2702 	2.5 	2.7 	2.3 
	12月	Dec.		6845 	3831 	3016 	6678 	3731 	2948 	5955 	3278 	2677 	169 	100 	68 	4246 	1527 	2717 	2.5 	2.6 	2.3 
平成31年	1月	Jan.		6847 	3811 	3037 	6676 	3712 	2965 	5962 	3265 	2699 	171 	99 	72 	4243 	1546 	2696 	2.5 	2.6 	2.4 
2019	2月	Feb.		6872 	3828 	3044 	6710 	3733 	2977 	5982 	3281 	2702 	162 	96 	67 	4215 	1529 	2686 	2.4 	2.5 	2.2 
	3月	Mar.		6896 	3834 	3061 	6727 	3735 	2993 	5990 	3278 	2712 	169 	102 	67 	4190 	1521 	2670 	2.5 	2.7 	2.2 
	4月	Apr.		6878 	3821 	3056 	6709 	3725 	2984 	5978 	3275 	2705 	165 	95 	69 	4204 	1534 	2674 	2.4 	2.5 	2.3 
令和元年	5月	May		6870 	3822 	3046 	6707 	3728 	2980 	5998 	3292 	2706 	160 	94 	65 	4210 	1532 	2682 	2.3 	2.5 	2.1 
	6月	June		6876 	3826 	3047 	6715 	3730 	2985 	6014 	3294 	2719 	160 	97 	62 	4203 	1527 	2680 	2.3 	2.5 	2.0 
	7月	July		6880 	3829 	3054 	6724 	3734 	2991 	6025 	3297 	2727 	155 	92 	64 	4203 	1526 	2674 	2.3 	2.4 	2.1 
	8月	Aug.		6887 	3833 	3056 	6733 	3738 	2995 	6022 	3295 	2726 	155 	93 	63 	4197 	1522 	2673 	2.3 	2.4 	2.1 
	9月	Sept.		6897 	3829 	3070 	6733 	3729 	3004 	6006 	3275 	2731 	166 	99 	67 	4179 	1523 	2654 	2.4 	2.6 	2.2 
	10月	Oct.		6913 	3834 	3080 	6752 	3740 	3011 	6014 	3278 	2736 	165 	96 	69 	4169 	1520 	2647 	2.4 	2.5 	2.3 
	11月	Nov.		6901 	3838 	3064 	6745 	3747 	2998 	6021 	3288 	2733 	157 	91 	65 	4181 	1517 	2663 	2.3 	2.4 	2.1 
	12月	Dec.		6912 	3837 	3075 	6757 	3743 	3013 	6037 	3292 	2744 	155 	93 	63 	4173 	1520 	2652 	2.2 	2.4 	2.0 
令和 2年	1月	Jan.		6907 	3836 	3072 	6741 	3739 	3004 	6030 	3298 	2735 	164 	96 	68 	4178 	1520 	2656 	2.4 	2.5 	2.2 
2020	2月	Feb.		6909 	3837 	3073 	6743 	3739 	3005 	6045 	3301 	2745 	166 	99 	67 	4175 	1519 	2655 	2.4 	2.6 	2.2 
	3月	Mar.		6906 	3836 	3069 	6737 	3737 	3000 	6047 	3305 	2743 	170 	102 	68 	4174 	1519 	2657 	2.5 	2.7 	2.2 
	4月	Apr.		6812 	3809 	3001 	6629 	3698 	2930 	5939 	3270 	2669 	176 	108 	67 	4260 	1544 	2721 	2.6 	2.8 	2.2 
	5月	May		6829 	3804 	3022 	6633 	3687 	2945 	5925 	3251 	2673 	192 	118 	74 	4244 	1549 	2701 	2.8 	3.1 	2.4 
	6月	June		6837 	3805 	3028 	6642 	3691 	2951 	5923 	3246 	2676 	192 	116 	76 	4235 	1546 	2693 	2.8 	3.0 	2.5 
	7月	July		6848 	3829 	3023 	6651 	3709 	2941 	5933 	3261 	2671 	196 	115 	82 	4223 	1521 	2699 	2.9 	3.0 	2.7 
	8月	Aug.		6861 	3830 	3034 	6658 	3709 	2949 	5943 	3258 	2684 	204 	118 	88 	4207 	1519 	2687 	3.0 	3.1 	2.9 
	9月	Sept.		6861 	3825 	3038 	6656 	3700 	2956 	5953 	3259 	2694 	207 	124 	84 	4211 	1525 	2683 	3.0 	3.2 	2.8 
	10月	Oct.		6869 	3825 	3045 	6659 	3695 	2963 	5967 	3262 	2704 	215 	131 	84 	4194 	1521 	2672 	3.1 	3.4 	2.7 
	11月	Nov.		6885 	3823 	3062 	6684 	3698 	2985 	5988 	3266 	2722 	205 	127 	78 	4176 	1521 	2653 	3.0 	3.3 	2.6 
	12月	Dec.		6887 	3821 	3066 	6683 	3698 	2984 	5979 	3259 	2719 	210 	124 	85 	4173 	1520 	2650 	3.0 	3.2 	2.8 
令和 3年	1月	Jan.		6898 	3833 	3066 	6694 	3710 	2986 	5989 	3270 	2722 	203 	123 	81 	4167 	1511 	2655 	2.9 	3.2 	2.6 
2021	2月	Feb.		6898 	3826 	3072 	6697 	3710 	2989 	6001 	3277 	2723 	203 	118 	85 	4157 	1511 	2644 	2.9 	3.1 	2.8 
	3月	Mar.		6865 	3800 	3064 	6684 	3695 	2990 	6003 	3270 	2735 	180 	108 	73 	4181 	1533 	2650 	2.6 	2.8 	2.4 
	4月	Apr.		6862 	3806 	3054 	6658 	3681 	2978 	5960 	3245 	2716 	194 	122 	71 	4175 	1524 	2656 	2.8 	3.2 	2.3 
	5月	May		6856 	3797 	3055 	6645 	3675 	2971 	5955 	3242 	2714 	204 	123 	81 	4192 	1538 	2658 	3.0 	3.2 	2.7 
	6月	June		6871 	3802 	3064 	6666 	3687 	2979 	5975 	3255 	2720 	202 	118 	84 	4165 	1526 	2643 	2.9 	3.1 	2.7 
	7月	July		6899 	3831 	3072 	6708 	3708 	3000 	5984 	3260 	2723 	190 	119 	74 	4134 	1497 	2633 	2.8 	3.1 	2.4 
	8月	Aug.																			
	9月	Sept.																			
	10月	Oct.																			
	11月	Nov.																			
	12月	Dec.																			
